,Student_ID,Attendance_Percent,Assignment_Score,Midterm_Score,Final_Exam_Score,Project_Score,Participation_Score,Overall_Score,Status
7766,STU202407767,91.67,64.46,32.8,52.49,83.31,86.72,59.59,Pass
7767,STU202407768,94.37,87.85,71.77,60.95,80.58,87.6,75.45,Pass
7768,STU202407769,89.27,63.21,41.73,39.05,42.15,71.64,49.35,Pass
7769,STU202407770,85.87,72.43,88.53,62.23,62.25,73.84,71.21,Pass
7770,STU202407771,87.46,73.66,50.85,69.49,75.84,87.15,69.52,Pass
7771,STU202407772,82.78,58.94,82.17,70.6,76.13,72.4,71.01,Pass
7772,STU202407773,86.03,78.35,88.73,74.5,78.72,77.82,79.27,Pass
7773,STU202407774,83.9,70.9,35.21,49.05,83.18,80.34,59.99,Pass
7774,STU202407775,84.24,59.98,94.52,68.39,58.37,79.47,71.12,Pass
7775,STU202407776,73.12,81.49,88.21,96.17,77.74,59.79,84.51,Pass
7776,STU202407777,90.94,74.18,49.04,58.38,76.81,98.29,67.22,Pass
7777,STU202407778,97.91,70.96,88.9,81.96,81.44,90.42,81.37,Pass
7778,STU202407779,71.92,67.34,46.42,51.72,59.07,69.86,57.48,Pass
7779,STU202407780,97.01,50.01,84.35,59.15,75.77,91.17,67.6,Pass
7780,STU202407781,76.55,69.7,66.36,77.53,49.29,71.71,68.52,Pass
7781,STU202407782,86.04,38.68,42.45,77.7,54.72,74.7,57.15,Pass
7782,STU202407783,85.45,83.07,94.57,71.55,99.76,68.87,83.0,Pass
7783,STU202407784,68.36,54.68,94.53,70.59,73.29,53.25,70.07,Pass
7784,STU202407785,79.59,80.09,71.46,57.66,60.85,61.53,66.89,Pass
7785,STU202407786,94.27,50.97,68.4,57.27,50.8,86.73,59.9,Pass
7786,STU202407787,76.43,52.56,60.78,79.0,71.62,80.61,67.8,Pass
7787,STU202407788,93.49,60.87,77.96,59.59,96.43,72.88,70.44,Pass
7788,STU202407789,97.59,99.96,75.36,98.51,74.21,79.67,88.71,Pass
7789,STU202407790,76.78,65.46,95.47,100.0,81.9,67.41,84.49,Pass
7790,STU202407791,82.02,97.13,71.78,77.76,64.99,84.43,80.16,Pass
7791,STU202407792,87.36,78.95,93.2,88.1,64.31,78.82,82.33,Pass
7792,STU202407793,80.49,68.11,34.51,56.29,76.04,76.93,59.92,Pass
7793,STU202407794,71.49,74.59,82.59,68.13,72.36,76.24,74.08,Pass
7794,STU202407795,92.93,77.01,71.2,54.04,73.03,74.41,68.1,Pass
7795,STU202407796,82.94,78.66,74.46,71.28,78.0,78.03,75.44,Pass
7796,STU202407797,65.61,91.88,100.0,68.87,84.1,64.12,82.66,Pass
7797,STU202407798,91.55,73.3,87.93,68.99,48.3,81.34,71.99,Pass
7798,STU202407799,84.2,81.2,61.69,71.46,68.48,70.14,71.36,Pass
7799,STU202407800,76.63,100.0,52.66,61.67,83.77,76.89,74.29,Pass
7800,STU202407801,96.95,48.47,33.51,62.11,66.82,83.0,55.77,Pass
7801,STU202407802,60.0,70.26,76.11,67.3,94.22,60.58,73.17,Pass
7802,STU202407803,97.85,84.02,90.14,100.0,84.07,93.49,90.99,Pass
7803,STU202407804,60.0,51.21,90.83,71.69,64.44,42.34,66.37,Pass
7804,STU202407805,94.65,57.44,60.74,72.49,67.37,73.96,65.76,Pass
7805,STU202407806,63.95,57.89,90.52,81.4,70.15,55.34,73.05,Pass
7806,STU202407807,82.59,77.75,90.87,92.89,63.93,70.11,82.08,Pass
7807,STU202407808,79.51,79.89,85.39,67.59,68.04,67.91,74.32,Pass
7808,STU202407809,60.85,58.77,68.94,77.12,61.91,60.71,66.98,Pass
7809,STU202407810,82.22,78.43,67.18,71.15,72.23,70.36,72.26,Pass
7810,STU202407811,73.58,62.27,77.63,61.46,81.0,66.73,68.35,Pass
7811,STU202407812,92.51,90.84,80.28,100.0,82.24,93.61,90.46,Pass
7812,STU202407813,62.88,79.67,59.46,59.4,77.6,58.0,67.07,Pass
7813,STU202407814,91.53,83.02,61.49,72.31,49.84,70.56,69.28,Pass
7814,STU202407815,91.76,95.83,72.84,76.36,78.33,84.59,81.64,Pass
7815,STU202407816,83.25,82.38,56.87,44.67,68.87,75.06,63.21,Pass
7816,STU202407817,81.02,63.45,58.85,72.33,76.82,95.79,70.44,Pass
7817,STU202407818,89.69,73.86,36.32,32.77,64.9,73.77,52.67,Pass
7818,STU202407819,96.42,52.33,49.84,50.15,63.35,87.3,56.33,Pass
7819,STU202407820,91.17,55.45,81.4,78.19,71.25,79.54,72.24,Pass
7820,STU202407821,67.27,80.94,86.13,77.59,88.56,69.19,80.94,Pass
7821,STU202407822,74.34,97.11,67.29,73.18,32.69,63.86,70.98,Pass
7822,STU202407823,66.63,88.1,82.23,46.66,83.27,74.43,72.4,Pass
7823,STU202407824,79.29,77.13,27.84,24.89,89.53,66.86,52.43,Pass
7824,STU202407825,90.57,49.45,75.71,78.85,49.12,100.0,68.53,Pass
7825,STU202407826,91.18,74.03,41.73,48.31,69.99,71.82,59.03,Pass
7826,STU202407827,72.64,56.91,52.88,61.37,63.9,58.83,58.69,Pass
7827,STU202407828,71.88,77.84,79.69,78.33,65.98,51.27,73.92,Pass
7828,STU202407829,83.83,52.13,82.74,63.24,71.5,92.97,68.58,Pass
7829,STU202407830,61.79,74.45,33.7,30.06,76.91,62.94,52.2,Pass
7830,STU202407831,71.98,64.24,37.99,57.53,69.22,73.99,58.7,Pass
7831,STU202407832,75.89,73.28,55.92,50.57,53.89,64.78,59.23,Pass
7832,STU202407833,92.41,64.04,35.75,49.69,59.52,76.6,54.65,Pass
7833,STU202407834,81.71,48.52,60.55,60.61,72.36,86.18,61.89,Pass
7834,STU202407835,85.38,87.36,83.6,62.28,74.53,80.14,76.43,Pass
7835,STU202407836,96.3,67.55,40.06,43.74,67.59,100.0,58.16,Pass
7836,STU202407837,74.21,65.51,100.0,97.94,57.37,86.77,83.04,Pass
7837,STU202407838,79.61,69.91,63.31,65.99,63.32,73.51,66.79,Pass
7838,STU202407839,84.91,62.16,74.7,66.62,75.42,83.6,70.14,Pass
7839,STU202407840,62.5,62.13,49.49,60.34,52.05,43.66,55.71,Pass
7840,STU202407841,62.72,93.57,86.75,94.44,71.95,62.49,86.11,Pass
7841,STU202407842,72.7,73.23,72.21,68.96,48.6,62.02,66.93,Pass
7842,STU202407843,69.83,65.44,72.58,94.87,60.71,64.87,74.93,Pass
7843,STU202407844,84.86,47.1,74.96,74.81,88.39,74.5,69.92,Pass
7844,STU202407845,92.27,64.32,44.72,49.22,61.13,79.49,56.91,Pass
7845,STU202407846,80.68,57.44,75.39,75.63,95.53,84.87,74.94,Pass
7846,STU202407847,89.22,65.69,80.68,100.0,73.59,78.99,81.49,Pass
7847,STU202407848,67.58,94.79,40.45,66.7,95.03,53.92,71.44,Pass
7848,STU202407849,61.14,93.49,63.15,46.85,45.01,59.39,62.75,Pass
7849,STU202407850,77.28,68.09,62.46,45.38,94.12,66.63,63.91,Pass
7850,STU202407851,79.95,61.69,68.76,63.79,72.92,80.08,67.26,Pass
7851,STU202407852,95.46,80.67,80.99,100.0,72.68,77.73,85.04,Pass
7852,STU202407853,67.74,88.78,82.73,77.45,63.99,68.44,78.42,Pass
7853,STU202407854,80.31,67.92,66.2,56.97,72.27,74.12,65.56,Pass
7854,STU202407855,92.17,100.0,85.21,100.0,79.42,83.59,92.31,Pass
7855,STU202407856,78.25,63.89,43.21,63.79,62.15,60.96,59.17,Pass
7856,STU202407857,90.52,66.64,72.7,65.6,63.16,75.4,67.89,Pass
7857,STU202407858,67.48,69.64,31.75,37.53,79.24,66.2,53.52,Fail
7858,STU202407859,93.06,66.94,59.04,73.04,74.47,74.49,69.08,Pass
7859,STU202407860,94.03,54.75,76.67,60.08,43.97,88.26,62.47,Pass
7860,STU202407861,85.74,83.59,80.85,67.99,83.07,75.55,77.48,Pass
7861,STU202407862,82.91,67.71,73.29,71.13,84.26,83.87,73.95,Pass
7862,STU202407863,82.06,100.0,96.33,77.43,56.61,63.27,82.31,Pass
7863,STU202407864,72.29,83.59,69.95,56.59,61.2,77.29,68.77,Pass
7864,STU202407865,89.34,76.86,37.32,52.27,59.68,76.81,58.99,Pass
7865,STU202407866,85.04,100.0,27.07,43.56,93.45,75.16,65.02,Pass
7866,STU202407867,77.12,82.77,50.14,58.36,65.07,68.6,64.85,Pass
7867,STU202407868,85.92,82.26,50.03,31.4,80.08,80.28,60.03,Pass
7868,STU202407869,71.49,61.99,68.68,79.91,89.19,49.81,71.57,Pass
7869,STU202407870,87.85,68.42,58.08,37.28,83.56,74.77,59.91,Pass
7870,STU202407871,70.44,86.95,50.87,59.47,73.73,51.7,65.98,Pass
7871,STU202407872,82.75,84.16,57.51,87.14,86.73,71.48,78.84,Pass
7872,STU202407873,85.03,62.97,61.92,73.29,52.32,74.34,65.4,Pass
7873,STU202407874,96.59,100.0,52.96,53.52,81.48,89.04,72.77,Pass
7874,STU202407875,97.59,68.93,68.7,60.3,71.28,94.14,69.17,Pass
7875,STU202407876,60.0,89.57,85.05,74.91,71.02,54.76,78.01,Pass
7876,STU202407877,90.78,75.92,56.32,72.87,76.88,64.58,70.1,Pass
7877,STU202407878,64.51,78.84,69.49,74.21,90.6,59.83,75.45,Pass
7878,STU202407879,72.31,66.91,100.0,85.55,87.62,51.28,80.66,Pass
7879,STU202407880,82.66,75.04,72.41,81.01,70.71,57.46,73.9,Pass
7880,STU202407881,86.58,48.77,87.63,62.19,77.95,70.35,67.1,Pass
7881,STU202407882,68.31,88.56,59.49,53.77,62.9,49.29,64.53,Pass
7882,STU202407883,88.39,83.28,89.04,72.55,70.31,67.74,77.71,Pass
7883,STU202407884,81.96,99.95,53.53,70.67,78.64,76.54,76.34,Pass
7884,STU202407885,78.61,73.15,78.83,75.62,76.99,64.56,74.74,Pass
7885,STU202407886,76.95,57.09,87.39,100.0,79.57,75.64,81.25,Pass
7886,STU202407887,71.39,94.45,95.76,92.5,77.73,71.23,89.3,Pass
7887,STU202407888,92.56,68.04,70.26,58.89,68.17,81.25,67.08,Pass
7888,STU202407889,73.42,18.28,63.14,74.56,66.49,62.7,55.81,Pass
7889,STU202407890,75.86,79.52,43.11,42.66,70.72,70.7,58.98,Pass
7890,STU202407891,62.91,86.05,66.68,60.07,78.65,73.48,72.02,Pass
7891,STU202407892,96.7,90.3,82.48,73.54,77.86,85.88,81.4,Pass
7892,STU202407893,71.63,58.48,80.56,77.31,80.63,64.4,72.46,Pass
7893,STU202407894,87.77,79.65,67.65,68.25,75.36,75.89,72.81,Pass
7894,STU202407895,80.15,80.7,74.67,72.42,74.47,71.97,75.2,Pass
7895,STU202407896,60.0,81.26,98.08,72.15,64.91,57.84,77.1,Pass
7896,STU202407897,86.26,63.01,80.26,73.12,77.22,78.27,73.15,Pass
7897,STU202407898,93.06,77.33,63.79,67.02,89.8,67.54,72.42,Pass
7898,STU202407899,87.66,88.78,67.95,76.14,59.87,86.5,76.26,Pass
7899,STU202407900,77.4,43.8,80.16,67.5,78.72,68.8,65.92,Pass
7900,STU202407901,84.23,71.79,78.7,39.21,87.67,83.18,66.92,Pass
7901,STU202407902,90.24,87.04,100.0,98.46,62.95,59.12,86.65,Pass
7902,STU202407903,78.73,96.2,97.71,90.44,77.33,55.34,87.86,Pass
7903,STU202407904,81.33,95.24,49.55,38.74,70.95,81.24,64.11,Pass
7904,STU202407905,86.66,86.17,56.29,41.06,61.55,75.62,61.91,Pass
7905,STU202407906,63.19,100.0,91.01,87.55,74.45,54.99,86.13,Pass
7906,STU202407907,71.09,86.64,54.02,53.78,79.06,60.09,66.47,Pass
7907,STU202407908,60.0,37.12,71.03,50.57,83.96,56.93,56.95,Pass
7908,STU202407909,84.41,65.26,97.24,70.57,76.63,92.53,77.68,Pass
7909,STU202407910,93.09,93.4,73.62,67.48,58.51,57.46,72.84,Pass
7910,STU202407911,94.33,64.36,85.69,67.32,90.58,72.0,74.21,Pass
7911,STU202407912,70.01,91.49,71.99,62.19,62.12,55.62,70.81,Pass
7912,STU202407913,73.83,83.61,66.72,65.96,59.81,76.6,70.67,Pass
7913,STU202407914,95.99,100.0,34.86,58.47,81.24,93.2,71.02,Pass
7914,STU202407915,82.64,65.51,72.63,75.49,85.45,71.36,73.5,Pass
7915,STU202407916,81.94,44.46,58.46,62.78,61.83,78.68,58.78,Pass
7916,STU202407917,67.55,68.83,92.17,97.27,59.48,57.79,79.52,Pass
7917,STU202407918,91.14,50.65,22.54,27.25,89.48,89.08,47.68,Pass
7918,STU202407919,85.66,65.08,58.87,59.61,40.46,78.29,59.82,Pass
7919,STU202407920,70.87,30.1,92.99,73.56,52.09,62.4,62.24,Pass
7920,STU202407921,92.77,72.26,100.0,83.41,78.88,60.51,80.97,Pass
7921,STU202407922,80.22,78.51,88.75,77.71,62.96,68.26,76.96,Pass
7922,STU202407923,80.35,79.37,80.05,65.34,71.25,68.26,72.97,Pass
7923,STU202407924,89.21,86.84,36.97,42.69,52.98,77.14,57.57,Pass
7924,STU202407925,92.91,76.83,48.93,62.42,77.32,80.77,67.4,Pass
7925,STU202407926,85.08,62.3,84.72,74.52,66.27,71.42,71.96,Pass
7926,STU202407927,68.68,90.8,44.78,17.06,78.16,59.31,54.43,Pass
7927,STU202407928,60.0,82.69,63.78,71.63,90.42,64.42,74.92,Pass
7928,STU202407929,94.16,71.02,62.4,68.98,96.82,68.08,72.26,Pass
7929,STU202407930,84.85,70.38,75.55,55.02,87.19,66.94,68.98,Pass
7930,STU202407931,93.81,62.68,80.07,91.28,76.74,77.07,78.29,Pass
7931,STU202407932,81.6,91.4,22.3,35.4,76.78,64.73,55.92,Pass
7932,STU202407933,89.97,72.57,73.13,81.02,56.99,81.41,73.76,Pass
7933,STU202407934,60.0,85.25,55.75,58.96,77.65,49.59,66.76,Pass
7934,STU202407935,88.2,42.04,78.01,65.97,67.97,72.78,63.38,Pass
7935,STU202407936,87.01,74.21,35.97,51.23,82.98,82.53,61.82,Pass
7936,STU202407937,83.09,76.29,86.29,70.5,72.04,79.43,76.23,Pass
7937,STU202407938,93.28,54.49,55.15,56.24,89.03,78.94,62.77,Pass
7938,STU202407939,79.41,60.88,61.03,42.76,50.84,69.95,54.88,Pass
7939,STU202407940,65.2,83.29,97.35,79.76,83.06,55.21,82.2,Pass
7940,STU202407941,68.02,81.09,65.54,49.52,87.93,70.13,68.44,Pass
7941,STU202407942,75.1,76.49,85.78,76.39,73.42,67.68,76.98,Pass
7942,STU202407943,88.95,91.54,67.56,71.57,72.93,82.33,77.04,Pass
7943,STU202407944,92.2,80.62,97.97,84.42,73.45,80.38,84.13,Pass
7944,STU202407945,74.53,93.08,74.12,80.61,82.07,66.61,81.25,Pass
7945,STU202407946,89.6,58.42,77.3,95.12,91.55,61.65,78.5,Pass
7946,STU202407947,86.79,75.6,71.24,66.42,69.93,66.57,70.22,Pass
7947,STU202407948,81.43,73.47,62.67,63.52,85.06,69.26,69.64,Pass
7948,STU202407949,82.06,53.82,83.75,67.39,67.72,58.25,66.4,Pass
7949,STU202407950,88.59,98.64,54.55,35.03,75.97,70.55,64.53,Pass
7950,STU202407951,78.12,65.15,81.11,75.29,70.29,71.26,72.77,Pass
7951,STU202407952,78.32,77.87,85.3,84.37,80.29,58.32,79.71,Pass
7952,STU202407953,60.0,64.68,77.66,71.81,74.47,63.7,70.79,Pass
7953,STU202407954,81.73,89.09,51.05,45.81,61.76,86.57,64.15,Pass
7954,STU202407955,64.95,68.17,76.06,59.02,64.58,61.36,65.78,Pass
7955,STU202407956,60.0,68.08,86.87,61.95,83.79,53.34,70.88,Pass
7956,STU202407957,88.0,72.32,45.19,50.83,65.26,82.69,60.43,Pass
7957,STU202407958,79.89,73.27,40.54,37.3,60.92,75.75,54.33,Pass
7958,STU202407959,71.88,63.77,83.22,88.83,82.75,60.56,77.7,Pass
7959,STU202407960,97.6,60.42,56.36,67.89,84.75,78.88,67.34,Pass
7960,STU202407961,74.96,63.91,81.44,86.44,63.06,63.77,74.03,Pass
7961,STU202407962,81.86,69.67,98.8,99.59,63.78,80.02,84.62,Pass
7962,STU202407963,94.4,76.07,41.51,45.36,77.9,73.61,59.98,Pass
7963,STU202407964,66.46,65.9,39.94,58.97,85.28,64.94,61.44,Pass
7964,STU202407965,72.4,54.93,82.44,71.38,68.49,65.84,68.49,Pass
7965,STU202407966,84.67,53.87,91.62,77.03,70.02,78.11,73.22,Pass
7966,STU202407967,85.68,58.3,98.86,81.89,64.24,70.5,75.6,Pass
7967,STU202407968,84.75,76.97,82.52,64.66,93.44,71.08,76.27,Pass
7968,STU202407969,73.83,85.15,65.59,62.67,74.3,71.91,71.54,Pass
7969,STU202407970,75.9,55.44,69.73,65.33,76.85,57.2,64.65,Pass
7970,STU202407971,64.49,78.38,74.05,77.48,71.12,52.63,73.58,Pass
7971,STU202407972,87.42,77.56,98.31,81.34,70.8,54.88,79.56,Pass
7972,STU202407973,88.32,99.53,73.27,62.45,84.49,88.42,79.79,Pass
7973,STU202407974,89.77,100.0,55.58,66.64,74.75,76.82,75.0,Pass
7974,STU202407975,77.66,87.92,72.02,57.36,85.56,67.8,73.21,Pass
7975,STU202407976,65.12,82.56,39.87,47.33,85.65,66.46,62.31,Pass
7976,STU202407977,70.9,79.99,58.0,67.73,68.34,61.72,68.34,Pass
7977,STU202407978,84.47,61.03,62.46,72.37,63.95,68.0,65.85,Pass
7978,STU202407979,91.36,54.84,60.99,77.38,64.93,78.52,66.71,Pass
7979,STU202407980,79.23,48.62,39.44,53.46,38.51,77.67,49.63,Fail
7980,STU202407981,81.97,74.36,46.64,54.36,94.28,71.87,65.56,Pass
7981,STU202407982,91.93,60.72,67.64,84.69,74.08,80.19,73.25,Pass
7982,STU202407983,96.26,83.91,83.09,64.88,92.4,77.73,78.69,Pass
7983,STU202407984,77.21,55.13,60.48,70.71,94.68,68.09,68.1,Pass
7984,STU202407985,71.1,75.8,69.35,68.16,83.7,73.97,73.22,Pass
7985,STU202407986,77.82,60.55,83.79,49.44,70.58,61.64,63.48,Pass
7986,STU202407987,72.67,51.32,100.0,100.0,77.63,61.61,80.64,Pass
7987,STU202407988,84.17,59.8,62.31,52.68,73.83,87.13,63.0,Pass
7988,STU202407989,60.0,62.29,52.85,90.9,84.33,58.0,71.86,Pass
7989,STU202407990,61.63,71.68,82.22,76.18,94.44,46.15,76.0,Pass
7990,STU202407991,84.36,62.93,83.33,63.56,86.52,91.07,73.55,Pass
7991,STU202407992,82.48,58.1,44.46,61.3,92.65,64.64,62.17,Pass
7992,STU202407993,90.47,59.98,47.86,49.08,68.5,56.75,55.24,Pass
7993,STU202407994,65.11,16.02,43.34,51.79,75.38,55.61,45.08,Pass
7994,STU202407995,78.73,66.31,55.11,64.74,75.59,61.41,64.5,Pass
7995,STU202407996,79.34,72.51,83.54,76.42,93.02,76.28,79.34,Pass
7996,STU202407997,95.71,65.67,74.43,69.82,74.83,93.13,72.79,Pass
7997,STU202407998,78.33,74.97,71.03,61.63,74.79,69.35,69.59,Pass
7998,STU202407999,66.68,86.48,50.33,29.34,67.37,65.21,57.11,Pass
7999,STU202408000,93.89,87.89,48.92,59.0,77.92,81.51,69.3,Pass
8000,STU202408001,63.95,86.66,69.34,73.39,78.99,70.1,76.41,Pass
8001,STU202408002,95.41,62.77,67.13,89.96,80.07,79.46,76.06,Pass
8002,STU202408003,60.0,58.07,76.81,81.09,84.04,44.41,71.25,Pass
8003,STU202408004,83.79,63.58,92.98,68.56,70.44,72.24,72.85,Pass
8004,STU202408005,90.6,81.05,47.5,28.94,88.72,55.86,57.34,Pass
8005,STU202408006,83.17,76.67,65.31,36.2,58.06,67.42,58.54,Pass
8006,STU202408007,94.97,60.57,70.04,67.61,98.45,75.41,71.74,Pass
8007,STU202408008,75.41,88.16,71.48,75.38,45.7,57.57,71.56,Pass
8008,STU202408009,92.07,55.37,69.34,71.73,50.67,87.66,65.6,Pass
8009,STU202408010,79.02,64.16,67.34,69.38,80.56,67.85,69.19,Pass
8010,STU202408011,60.0,75.14,71.41,84.49,61.57,60.83,73.73,Pass
8011,STU202408012,62.82,84.5,77.31,76.07,74.21,57.24,76.27,Pass
8012,STU202408013,96.46,89.38,55.29,46.91,76.67,84.12,67.39,Pass
8013,STU202408014,97.13,76.57,76.45,64.13,98.11,74.87,75.88,Pass
8014,STU202408015,86.23,53.44,77.26,76.89,89.0,74.89,72.72,Pass
8015,STU202408016,88.77,87.88,72.23,70.87,58.63,89.38,75.41,Pass
8016,STU202408017,66.14,56.37,96.37,82.33,41.87,51.25,69.47,Pass
8017,STU202408018,90.04,64.81,71.89,62.55,78.89,92.89,70.47,Pass
8018,STU202408019,92.01,57.22,74.57,58.94,82.97,90.17,68.36,Pass
8019,STU202408020,85.93,70.64,50.41,75.46,75.58,72.83,69.0,Pass
8020,STU202408021,85.18,56.69,86.72,65.97,71.38,79.68,69.98,Pass
8021,STU202408022,84.64,79.08,100.0,77.97,70.39,76.92,81.41,Pass
8022,STU202408023,79.75,78.23,70.81,68.14,60.65,61.45,69.4,Pass
8023,STU202408024,92.84,83.31,30.84,47.92,52.66,82.11,57.48,Pass
8024,STU202408025,88.12,76.28,87.35,80.3,61.99,76.08,77.54,Pass
8025,STU202408026,90.2,75.35,92.65,61.37,65.49,73.39,72.94,Pass
8026,STU202408027,99.47,57.29,71.9,72.65,100.0,91.07,74.61,Pass
8027,STU202408028,88.48,61.83,58.67,73.67,77.31,70.95,67.98,Pass
8028,STU202408029,62.59,70.48,90.92,82.85,70.82,54.12,76.69,Pass
8029,STU202408030,63.83,71.74,89.56,100.0,77.7,49.04,82.41,Pass
8030,STU202408031,81.63,66.99,72.53,85.66,85.5,68.6,76.64,Pass
8031,STU202408032,80.86,80.35,88.51,74.17,75.36,84.19,79.76,Pass
8032,STU202408033,73.35,100.0,54.95,51.75,76.49,60.3,69.02,Pass
8033,STU202408034,92.7,78.07,91.26,67.67,90.18,87.02,80.3,Pass
8034,STU202408035,89.47,61.94,72.93,69.4,100.0,76.18,73.51,Pass
8035,STU202408036,77.52,83.72,62.51,66.78,69.1,70.12,70.84,Pass
8036,STU202408037,72.22,62.65,70.08,81.33,51.72,51.49,66.99,Pass
8037,STU202408038,81.95,77.31,82.54,74.47,61.69,79.67,75.4,Pass
8038,STU202408039,81.63,79.11,73.55,60.09,65.04,67.89,69.06,Pass
8039,STU202408040,60.0,75.47,100.0,98.61,74.41,57.98,85.41,Pass
8040,STU202408041,78.59,63.1,89.84,65.01,69.98,72.88,71.03,Pass
8041,STU202408042,80.39,73.12,46.91,58.71,97.85,76.38,67.59,Pass
8042,STU202408043,92.09,64.46,84.64,78.49,71.65,76.23,74.96,Pass
8043,STU202408044,93.51,64.39,86.11,78.16,78.72,63.55,74.93,Pass
8044,STU202408045,71.15,47.25,79.07,69.28,55.01,76.06,64.27,Pass
8045,STU202408046,98.31,70.15,50.9,70.13,64.22,95.88,67.98,Pass
8046,STU202408047,61.53,100.0,88.15,82.12,41.75,50.01,78.53,Pass
8047,STU202408048,75.01,34.46,72.69,73.95,86.42,70.77,65.38,Pass
8048,STU202408049,80.05,38.64,49.8,63.39,95.95,69.46,59.98,Pass
8049,STU202408050,81.49,72.86,74.42,52.92,65.89,83.53,67.21,Pass
8050,STU202408051,79.74,83.26,88.38,65.54,83.13,68.57,77.48,Pass
8051,STU202408052,95.36,51.83,52.84,47.55,97.32,75.56,59.94,Pass
8052,STU202408053,65.48,75.24,52.84,57.73,92.08,51.94,65.7,Pass
8053,STU202408054,60.0,69.58,81.12,63.74,78.78,57.75,70.33,Pass
8054,STU202408055,62.54,62.96,74.61,60.46,81.28,58.46,66.84,Pass
8055,STU202408056,88.35,77.72,82.78,72.24,70.47,92.95,77.52,Pass
8056,STU202408057,70.29,56.89,69.28,78.34,58.06,50.32,65.32,Pass
8057,STU202408058,60.0,87.27,100.0,96.52,94.81,48.9,89.89,Pass
8058,STU202408059,84.45,43.31,61.67,69.77,82.74,64.37,62.94,Pass
8059,STU202408060,79.63,70.76,80.04,80.1,77.67,58.14,75.19,Pass
8060,STU202408061,72.97,73.61,59.8,60.93,38.74,57.64,60.22,Pass
8061,STU202408062,69.28,69.5,42.79,54.03,53.4,70.65,57.22,Pass
8062,STU202408063,76.24,64.31,65.8,64.84,81.74,45.89,65.54,Pass
8063,STU202408064,81.1,81.43,63.03,64.37,56.6,70.98,67.86,Pass
8064,STU202408065,60.0,65.88,100.0,87.96,74.44,69.8,81.0,Pass
8065,STU202408066,89.9,49.23,75.93,67.11,70.91,77.15,65.98,Pass
8066,STU202408067,81.07,61.75,54.18,33.99,59.88,66.22,52.07,Pass
8067,STU202408068,75.19,73.43,69.18,75.17,68.44,65.46,71.56,Pass
8068,STU202408069,92.89,63.78,51.86,57.48,100.0,77.21,66.28,Pass
8069,STU202408070,92.07,67.13,63.64,44.08,76.44,85.15,62.72,Pass
8070,STU202408071,87.58,83.6,86.81,85.83,72.89,72.2,82.16,Pass
8071,STU202408072,60.0,63.05,76.65,75.44,92.53,50.82,72.68,Pass
8072,STU202408073,92.42,70.57,38.4,29.9,65.33,74.94,51.59,Pass
8073,STU202408074,96.41,69.07,53.84,78.43,66.33,100.0,71.51,Pass
8074,STU202408075,92.62,88.12,53.13,56.24,50.88,81.71,65.33,Pass
8075,STU202408076,79.54,72.73,55.67,86.08,92.25,84.95,77.47,Pass
8076,STU202408077,82.79,84.02,73.34,82.87,78.25,87.77,81.05,Pass
8077,STU202408078,81.55,61.2,86.86,96.46,49.2,73.22,76.31,Pass
8078,STU202408079,62.42,98.3,61.96,62.83,55.16,61.1,70.2,Pass
8079,STU202408080,84.03,84.46,56.7,61.56,79.21,74.07,70.21,Pass
8080,STU202408081,90.06,96.87,83.06,82.79,94.18,85.58,88.35,Pass
8081,STU202408082,77.79,74.99,73.65,73.07,63.76,74.32,72.39,Pass
8082,STU202408083,83.79,62.91,58.63,68.31,61.42,77.93,64.95,Pass
8083,STU202408084,81.67,68.58,61.01,60.76,47.64,71.45,61.87,Pass
8084,STU202408085,86.17,75.14,62.78,42.08,60.26,59.22,58.93,Pass
8085,STU202408086,71.76,74.95,88.0,72.56,81.68,59.84,76.34,Pass
8086,STU202408087,60.0,65.86,75.95,76.14,70.07,55.69,70.58,Pass
8087,STU202408088,87.57,71.79,100.0,89.6,86.19,80.96,85.85,Pass
8088,STU202408089,81.22,75.82,77.87,95.73,60.3,78.73,80.17,Pass
8089,STU202408090,84.36,59.78,52.05,52.03,88.6,57.67,60.02,Pass
8090,STU202408091,60.0,66.48,37.99,52.56,57.88,53.49,54.01,Pass
8091,STU202408092,91.32,92.06,56.8,67.49,86.39,86.15,76.2,Pass
8092,STU202408093,90.47,90.01,38.64,54.01,69.21,75.55,64.37,Pass
8093,STU202408094,83.53,60.09,54.0,47.95,78.64,76.19,59.62,Pass
8094,STU202408095,76.76,100.0,68.36,71.33,83.15,67.21,79.26,Pass
8095,STU202408096,82.17,60.05,44.61,39.98,51.77,62.36,49.93,Pass
8096,STU202408097,82.8,78.11,82.16,69.08,62.56,72.05,73.27,Pass
8097,STU202408098,60.0,91.93,58.89,58.38,79.58,43.21,68.53,Pass
8098,STU202408099,84.41,60.04,82.41,72.32,66.32,84.55,71.59,Pass
8099,STU202408100,65.34,55.08,50.99,37.18,71.07,58.88,51.67,Pass
8100,STU202408101,79.71,79.36,81.03,73.17,73.15,73.97,76.37,Pass
8101,STU202408102,82.55,70.93,58.91,61.93,51.31,58.87,61.68,Pass
8102,STU202408103,91.18,66.8,63.74,66.05,58.59,75.14,65.56,Pass
8103,STU202408104,72.07,51.67,56.57,55.9,75.32,60.48,58.35,Pass
8104,STU202408105,72.97,91.76,65.29,87.87,77.7,62.96,80.31,Pass
